Date,Temperature
2016-12-31,19.183487072422125
2017-01-31,16.699535648283796
2017-02-28,17.100244989628905
2017-03-31,18.527586941007925
2017-04-30,18.514613008193773
2017-05-31,18.51802524013732
2017-06-30,21.871719728739656
2017-07-31,18.619638499756853
2017-08-31,19.227615901580858
2017-09-30,19.102596282345143
2017-10-31,18.869379571456093
2017-11-30,17.98448079807065
2017-12-31,19.152281445793275
2018-01-31,17.725200291919077
2018-02-28,18.376344524599105
2018-03-31,18.25256244788405
2018-04-30,18.953322331462612
2018-05-31,21.327461586098867
2018-06-30,17.293744222365
2018-07-31,20.001298953435292
2018-08-31,17.861106163163207
2018-09-30,19.164325339404037
2018-10-31,20.890167503169668
2018-11-30,20.0318362657782
2018-12-31,19.05637598272236
2019-01-31,19.584450710065937
2019-02-28,21.142905403389793
2019-03-31,19.89327870509876
2019-04-30,20.99611324407473
2019-05-31,20.975824676171452
2019-06-30,20.42279431890819
2019-07-31,23.35502382876453
2019-08-31,21.97327842464544
2019-09-30,19.433200752936674
2019-10-31,21.753660066726138
2019-11-30,21.003404623063954
2019-12-31,22.604052621985986
2020-01-31,21.033369763022556
2020-02-29,21.772752815250904
2020-03-31,22.440975310318386
2020-04-30,22.836805417300358
2020-05-31,20.792136078470428
2020-06-30,21.665485180662202
2020-07-31,21.518714277396644
2020-08-31,21.320166680000796
2020-09-30,23.705089573348094
2020-10-31,22.2972945678627
2020-11-30,20.570972967915996
2020-12-31,22.676549066146578
2021-01-31,23.795467474084745
2021-02-28,22.60878720150797
2021-03-31,19.9490222921601
2021-04-30,20.86603723371935
2021-05-31,22.489690045351782
2021-06-30,20.37913041295043
2021-07-31,21.38709743433462
2021-08-31,21.56784343547262
2021-09-30,19.710705074826468
2021-10-31,20.418110891997365
2021-11-30,17.07305461032409
2021-12-31,19.12443848296774
2022-01-31,19.729729230026035
2022-02-28,18.568108320296375
2022-03-31,21.283174718549667
2022-04-30,18.0579177999007
2022-05-31,18.888863542106677
2022-06-30,19.30515512159926
2022-07-31,20.466924264145096
2022-08-31,17.44778765255451
2022-09-30,19.9125603311397
2022-10-31,18.634056136502995
2022-11-30,17.5262921758658
2022-12-31,18.86423855143908
2023-01-31,18.50661888722313
2023-02-28,17.62451269016802
2023-03-31,18.224023162125118
2023-04-30,17.711209483213533
2023-05-31,18.16555337011214
2023-06-30,18.683199345154247
2023-07-31,19.58985276018656
2023-08-31,16.762641948732075
2023-09-30,20.143990004049463
2023-10-31,16.08317282122065
2023-11-30,17.92141564650519
2023-12-31,18.71283087764709
2024-01-31,18.469835143721784
2024-02-29,17.64304356129248
2024-03-31,18.146557118731263
2024-04-30,17.962033949475625
2024-05-31,17.976748359220668
2024-06-30,19.536745231884684
2024-07-31,19.174300426234797
2024-08-31,18.262725697474636
2024-09-30,20.00083385722732
2024-10-31,19.56037001130838
2024-11-30,20.222953127344127
2024-12-31,20.200834588557672
